company_id,company_name,trade_name,industry,sector,categories,company_status,company_type,address,postal_code,city,country,state,foundation_year,registration_date,website,rank,market_cap_or_valuation,number_of_employees,ceo,founder,assets,profit_or_net_income,revenue,total_funding_raised,share_price,change_1_day,change_1_year,debts,phone,sic_code,emtak_code,nace_code,facebook,twitter,pinterest,instagram,investors,region,notes_or_description,modified
1090 | 3872,chr estates,,,,,,,1 montpellier gardens,hg1 2tf,harrogate,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/chr-estates-limited.gbd3irb6e.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1590 | 4396,christian dior uk,,,,,,,49a pavilion road,sw1x 0hd,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/christian-dior-uk-limited.gbd5rhdci.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1325 | 4190,christies,,,,,,,via cortesa 12/a,46026,quistello,italy,italy,,,https://www.info-clipper.com/en/company/italy/christies-srl.itd73ry76.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,chuan hup | chuan | chasen,,,,,,,,,singapore,singapore,,,,https://disfold.com/company/chuan-hup-holdings-ltd/ | https://disfold.com/company/chuan-holdings-ltd/ | https://disfold.com/company/chasen-holdings-ltd/,,s$26.7 million | hk$139.4 million | s$208.2 million,not found | 507,mr. siong woon peh b.com. | mr. kui teng lim | mr. weng fatt low,,,,,,,,,,,,,,,,,,,,,True
,chung hwa food industrial | chung hung steel,,,,,,,,,kaohsiung,taiwan,,,,https://disfold.com/company/chung-hwa-food-industrial-co-ltd/ | https://disfold.com/company/chung-hung-steel-corp/,,tw$9.97 billion | tw$66.36 billion,not found | 279,not found,,,,,,,,,,,,,,,,,,,,,True
1989 | 1992,cimolai,,,,,,,"v.le pasteur 49,scala c,piano 4, int.8 | viale pasteur 49",144,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/cimolai-spa.itd9bntbh.html | https://www.info-clipper.com/en/company/italy/cimolai-holding-spa.itde6cgow.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,cadence design careers | xactly careers | cloudbees careers | cisco careers | vectra ai careers,,computer & network security | computer software | computer networking,computer & network security | computer software | computer networking,,,,,,san jose,ca,,2005.0 | 1984.0 | 2010.0 | 1988.0,,www.xactlycorp.com | www.cisco.com | www.crunchbase.com | www.cadence.com | www.cloudbees.com,,,"5,001 to 10,000 employees | 201 to 500 employees | 10,000+ employees | 501 to 1,000 employees",,,,,,,,,,,,,,,,,,,,,,True
2199 | 4143,citigroup,,,,,,,3800 citigroup center a1-03,33610,tampa,united states,florida(fl),,,https://www.info-clipper.com/en/company/united-states/citigroup-technology-inc.usdgrt6v.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1417 | 4213,citizenm london bankside operations b.v,citizen m hotel,,,,,,surrey house 20 lavington street,se1 0nz,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/citizenm-london-bankside-operations-bv.gbd3mhorw.html,,,,,,,,,,,,,,,,,,,,,,,, | single address,False
3734 | 1828,ck franchising,,,,,,,1 park plz ste 300,926142510,irvine,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/ck-franchising-inc.usd1z1j1k.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1567 | 4439,clarins italia,,,,,,,via giuseppe di vittorio 13,40055,castenaso,italy,italy,,,https://www.info-clipper.com/en/company/italy/clarins-italia-spa.itd72ugd2.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,clarity insights careers | ashling partners careers | marsh clearsight careers,,information technology & services,information technology & services,,,,,,chicago,il,,2017.0 | 2008.0 | 1967.0,,www.ashlingpartners.com | www.marshclearsight.com | www.accenture.com,,,"201 to 500 employees | 51 to 200 employees | 501 to 1,000 employees",,,,,,,,,,,,,,,,,,,,,,True
691 | 3332,classic fine foods uk,,,,,,,"westway estate, 18-20 brunel road park royal",w3 7xs,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/classic-fine-foods-uk-limited.gbd3h3rwy.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
4290 | 2337,cleveland clinic foundation the,,,,,,,9500 euclid ave,441950002,cleveland,united states,ohio(oh),,,https://www.info-clipper.com/en/company/united-states/cleveland-clinic-foundation-the.usdak0wq.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4180 | 2093,clipper logistics (warehousing) | clipper logistics,clipper | ,,,,,,clipper logistics group gelderd road | unit 1 carlton court brown lane west,ls12 6lt,leeds,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/clipper-logistics-plc.gbd3t63zw.html | https://www.info-clipper.com/en/company/united-kingdom/clipper-logistics-limited.gbd5rccmg.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
4379 | 1507,clivet,,,,,,,via camp lonc 25,32032,feltre,italy,italy,,,https://www.info-clipper.com/en/company/italy/clivet-spa.itd798q9z.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1510 | 4382,clivet air,,,,,,,via del lavoro 42,37063,isola della scala,italy,italy,,,https://www.info-clipper.com/en/company/italy/clivet-air-srl.itd5m37ex.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
808 | 3495,cls,,,,,,,16 tinworth street,se11 5al,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cls-holdings-plc.gbdcs1p55.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3491 | 805,cls capital partners,,,,,,,16 tinworth street,se11 5al,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cls-capital-partners-limited.gbdbvvs66.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1310 | 4175,club del sole,,,,,,,via biondini 27,47121,forlì,italy,italy,,,https://www.info-clipper.com/en/company/italy/club-del-sole-srl.itd77eyur.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1685 | 4498,clyde llp,,,,,,,the st. botolph building 138 houndsditch,ec3a 7ar,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/clyde-co-llp.gbd3mpjex.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1316 | 4181,cma robotics,,,,,,,viale del lavoro 41,33050,pavia di udine,italy,italy,,,https://www.info-clipper.com/en/company/italy/cma-robotics-spa.itd7e7uyx.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3905 | 1123,cml f l [telford],,,,,,,unit 2 brockton business park halesfield 10,tf7 4qp,telford,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cml-f-l-ltd.gbd3hth65.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,clearcover careers | cna insurance careers,,insurance,insurance,,,,,,chicago,il,,1897.0 | 2016.0,,www.cna.com | www.clearcover.com,,,"5,001 to 10,000 employees | 201 to 500 employees",,,,,,,,,,,,,,,,,,,,,,True
3977 | 1186,cnh industrial,,,,,,,25 st. james's street,sw1a 1ha,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cnh-industrial-nv.gbd3mhggu.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1177 | 3968,cnh industrial oldco capital,,,,,,,32/521 cranes farm road,ss14 3ad,basildon,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cnh-industrial-oldco-capital-limited.gbd3yk4g2.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
3971 | 1180,cnh u.k.,cnh industrial capital,,,,,,cranes farm road,ss14 3ad,basildon,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cnh-uk-limited.gbd4xs2xe.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
,cnnc international | bonny international,,,,,,,,,hong kong,hong kong,,,,https://disfold.com/company/cnnc-international-ltd/ | https://disfold.com/company/bonny-international-holding-ltd/,,hk$687.9 million | hk$552.0 million,22 | 756,mr. guojun jin | mr. yi zhang,,,,,,,,,,,,,,,,,,,,,True
1502 | 3235,cnx resources,,,,,,,1000 consol energy dr ste 400,153176506,canonsburg,united states,pennsylvania(pa),,,https://www.info-clipper.com/en/company/united-states/cnx-resources-corporation.usdd0kbko.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3507 | 513,coats,,,,,,,the pavilions bridgwater road,bs13 8fd,bristol,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/coats-limited.gbdc4ov2k.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2044 | 3979,cobham advanced electronic,,,,,,,305 richardson rd,194461495,lansdale,united states,pennsylvania(pa),,,https://www.info-clipper.com/en/company/united-states/cobham-advanced-electronic-solutions-inc.usdde049j.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
483 | 3629,coca-cola hbc eesti,,,,,,,mustamae tee 16,10617,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/coca-cola-hbc-eesti-as.eedanzcx5.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2307 | 4260,coca-cola the,,,,,,,1 coca-cola plz,303132499,atlanta,united states,georgia(ga),,,https://www.info-clipper.com/en/company/united-states/coca-cola-company-the.usd1yncf.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,coda minerals | avz minerals,,,,,,,,,west perth,australia,,,,https://disfold.com/company/coda-minerals-limited/ | https://disfold.com/company/avz-minerals-limited/,,a$69.1 million | a$4.28 billion,not found,"mr. christopher f. stevens b.a., m.a., m.sc. | mr. nigel munro ferguson b.sc., bsc geology, fausimm, maig",,,,,,,,,,,,,,,,,,,,,True
,cogeco communications | cogeco,,,,,,,,,montreal,canada,,,,https://disfold.com/company/cogeco-communications-inc/ | https://disfold.com/company/cogeco-inc/,,c$5.00 billion | c$1.26 billion,"4,400 | 3,854","mr. philippe jette eng., p.eng",,,,,,,,,,,,,,,,,,,,,True
498 | 3210,cohotel,,,,,,,via palermo 67,184 | 00184,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/cohotel-srl.itd7byuk1.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
749 | 3524,collistar,,,,,,,via giovanni battista pirelli 19,20124,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/collistar-spa.itd7bv7h9.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4292 | 1424,colomion,,,,,,,campo smith reg. molino 18,10052,bardonecchia,italy,italy,,,https://www.info-clipper.com/en/company/italy/colomion-spa.itd777aqb.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4225 | 4231 | 3890 | 1108 | 1438 | 3893 | 1435 | 1111 | 4234 | 1432 | 1429 | 4228,colt | ricoh europe | colt europe | ricoh europe finance | ricoh uk, | colt,,,,,,colt house 20 great eastern street | 20 triton street,ec2a 3eh | nw1 3bf,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/colt-technology-services-europe-limited.gbd7l5ux0.html | https://www.info-clipper.com/en/company/united-kingdom/ricoh-europe-finance-limited.gbd4utgvr.html | https://www.info-clipper.com/en/company/united-kingdom/ricoh-europe-holdings-plc.gbd3h1exu.html | https://www.info-clipper.com/en/company/united-kingdom/colt-technology-services.gbd8cjcu8.html | https://www.info-clipper.com/en/company/united-kingdom/ricoh-uk-limited.gbd4u385e.html | https://www.info-clipper.com/en/company/united-kingdom/ricoh-europe-plc.gbd4tvly8.html,,,,,,,,,,,,,,,,,,,,,,,, | single address | headquarter,False
1114 | 3896,colt data centre uk,,,,,,,colt house 20 great eastern street,ec2a 3eh,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/colt-data-centre-services-uk-limited.gbd3l2roz.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1295 | 4160,comau,,,,,,,via rivalta 30,10095,grugliasco,italy,italy,,,https://www.info-clipper.com/en/company/italy/comau-spa.itd76dxw3.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
143 | 3290,combiwood,,,,,,,"liimi, moldre kula",68612,torva vald,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/combiwood-ou.eed5yfe4x.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3194 | 482,comitalia compagnia fiduciaria in forma abbreviato comitalia,,,,,,,corso giuseppe garibaldi 49,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/comitalia-compagnia-fiduciaria-srl-in-forma-abbreviato-comitalia-srl.itd74o1p3.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2601 | 4590,community bank system,,,,,,,5790 widewaters pkwy,132141884,de witt,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/community-bank-system-inc.usd1rxz6c.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3813 | 968,compagnia aerea italiana,alitalia,,,,,,viale liegi 41,00198 | 198,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/compagnia-aerea-italiana-spa.itd7cy1i8.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
,acme electronics | taisol electronics | compal electronics | taisun enterprise,,,,,,,,,taipei,taiwan,,,,https://disfold.com/company/acme-electronics-corp/ | https://disfold.com/company/taisol-electronics-co-ltd/ | https://disfold.com/company/taisun-enterprise-co-ltd/ | https://disfold.com/company/compal-electronics-inc/,,tw$116.09 billion | tw$4.28 billion | tw$13.57 billion | tw$7.01 billion,not found,mr. chung-pin wong | mr. chun-hsing liang | not found,,,,,,,,,,,,,,,,,,,,,True
,companhia brasileira de distribuicao | companhia brasileira de aluminio,,,,,,,,,sao paulo,brazil,,,,https://disfold.com/company/companhia-brasileira-de-distribuicao/ | https://disfold.com/company/companhia-brasileira-de-aluminio/,,€1.19 billion | not found,not found,mr. ricardo rodrigues de carvalho | mr. jorge faical filho,,,,,,,,,,,,,,,,,,,,,True
,companhia de locacao das americas | companhia de gas de sao paulo - comgas,,,,,,,,,sao paulo,brazil,,,,https://disfold.com/company/companhia-de-locacao-das-americas/ | https://disfold.com/company/companhia-de-gas-de-sao-paulo-comgas/,,r$19.08 billion | r$14.20 billion,"1,134 | 4,675",not found | mr. luis fernando memã³ria porto,,,,,,,,,,,,,,,,,,,,,True
,companhiade eletricidade do estado da bahia - coelba | companhia de participacoes alianca da bahia | companhia de seguros alianca da bahia,,,,,,,,,salvador,brazil,,,,https://disfold.com/company/companhia-de-participacoes-alianca-da-bahia/ | https://disfold.com/company/companhiade-eletricidade-do-estado-da-bahia-coelba/ | https://disfold.com/company/companhia-de-seguros-alianca-da-bahia/,,r$1.07 billion | r$445.0 million | r$10.77 billion,not found,josã© renato de almeida gonã§alves tourinho | mr. luiz antonio ciarlini | not found,,,,,,,,,,,,,,,,,,,,,True
,companhia de saneamento de minas gerais | companhia energetica de minas gerais,,,,,,,,,belo horizonte,brazil,,,,https://disfold.com/company/companhia-energetica-minas-gerais/ | https://disfold.com/company/companhia-de-saneamento-de-minas-gerais/,,$6.43 billion | r$5.10 billion,"11,687 | 5,102",mr. reynaldo passanezi filho | carlos eduardo tavares de castro,,,,,,,,,,,,,,,,,,,,,True
,companhia estadual de geracao e transmissao de energia eletrica - ceee-gt | companhia estadual de distribuicao de energia eletrica | companhia habitasul de participacoes,,,,,,,,,porto alegre,brazil,,,,https://disfold.com/company/companhia-estadual-de-geracao-e-transmissao-de-energia-eletrica-ceee-gt/ | https://disfold.com/company/companhia-habitasul-de-participacoes/ | https://disfold.com/company/companhia-estadual-de-distribuicao-de-energia-eletrica/,,r$457.2 million | r$5.09 billion | r$2.53 billion,"2,186 | not found | 1,038",mr. pã©ricles pereira druck | not found | mr. marco da camino ancona lopez soligo,,,,,,,,,,,,,,,,,,,,,True
,companhia de saneamento do parana - sanepar | companhia paranaense de energia - copel,,,,,,,,,curitiba,brazil,,,,https://disfold.com/company/companhia-paranaense-energia-copel/ | https://disfold.com/company/companhia-de-saneamento-do-parana-sanepar/,,r$4.66 billion | r$19.85 billion,"6,613 | 6,281",claudio stabile | mr. daniel pimentel slaviero,,,,,,,,,,,,,,,,,,,,,True
,companhia tecidos santanense ltda | companhia de tecidos norte de minas,,,,,,,,,montes claros,brazil,,,,https://disfold.com/company/companhia-tecidos-santanense-ltda/ | https://disfold.com/company/companhia-de-tecidos-norte-de-minas/,,r$163.7 million | r$145.0 million,not found,not found,,,,,,,,,,,,,,,,,,,,,True
,compania cervecerias unidas | compania pesquera camanchaca | compania general de electricidad,,,,,,,,,santiago de chile,chile,,,,https://disfold.com/company/compania-cervecerias-unidas-sa/ | https://disfold.com/company/compania-pesquera-camanchaca-sa/ | https://disfold.com/company/compania-general-de-electricidad-sa/,,cl$2.158 trillion | cl$180.04 billion | cl$1.235 trillion,"3,800 | 861 | 9,346",mr. ricardo garcia holtz | not found,,,,,,,,,,,,,,,,,,,,,True
1897 | 3823,complexcare,,,,,,,55 broad st fl 21,100042541,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/complexcare-solutions-llc.usdk1ast.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4511 | 1633,composad,,,,,,,via leon battista alberti 1,46019,viadana,italy,italy,,,https://www.info-clipper.com/en/company/italy/composad-srl.itd74j45q.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2107 | 4048,compressor controls,ccc,,,,,,4745 121st st,503232316,des moines,united states,iowa(ia),,,https://www.info-clipper.com/en/company/united-states/compressor-controls-llc.usd15g9jm.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,compstak careers | oath careers | cast careers | the muse careers | knockaway careers,,internet | information technology & services,internet | information technology & services,,,,,,new york,ny,,2006.0 | 2011.0 | 1998.0 | 2015.0,,www.knock.com | www.oath.com | www.compstak.com | www.castsoftware.com | www.themuse.com,,,"51 to 200 employees | 201 to 500 employees | 10,000+ employees | 1 to 50 employees",,,,,,,,,,,,,,,,,,,,,,True
4049 | 4040 | 4046 | 1255 | 4043 | 1249 | 1258 | 1252,computershare mortgage | computershare voucher | computershare investor | computershare, | computershare,,,,,,the pavilions bridgwater road | the pavilions bridgewater road,bs13 8ae | bs99 6zz,bristol,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/computershare-limited.gbdcuwsy6.html | https://www.info-clipper.com/en/company/united-kingdom/computershare-investor-services-plc.gbdalnoer.html | https://www.info-clipper.com/en/company/united-kingdom/computershare-voucher-services-limited.gbdc6uk59.html | https://www.info-clipper.com/en/company/united-kingdom/computershare-mortgage-services-limited.gbd8cnidt.html,,,,,,,,,,,,,,,,,,,,,,,, | single address | headquarter,False
4052 | 1261 | 3236 | 619,computershare trustees (c.i.) | computershare trustees (jersey), | computershare,,,,,,"queensway house hilgrove street | queensway house hilgrove street, st helier",je1 1es,jersey,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/computershare-trustees-limited.gbd3ogu63.html | https://www.info-clipper.com/en/company/united-kingdom/computershare-trustees-limited.gbd3liwyk.html,,,,,,,,,,,,,,,,,,,,,,,, | single address,False
4652 | 1773,comune di volla,,,,,,,via aldo moro 1,80040,volla,italy,italy,,,https://www.info-clipper.com/en/company/italy/comune-di-volla.itd69fa4r.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
464 | 460,concentrix cvg customer management international | concentrix cvg,,,,,,,201 e 4th st bsmt | 201 e 4th st,452024248,cincinnati,united states,ohio(oh),,,https://www.info-clipper.com/en/company/united-states/concentrix-cvg-corporation.usdfbx4q.html | https://www.info-clipper.com/en/company/united-states/concentrix-cvg-customer-management-international-inc.usd1bodj8.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,conic metals | c3 metals,,,,,,,,,toronto,canada,,,,https://disfold.com/company/conic-metals-corp/ | https://disfold.com/company/c3-metals-inc/,,c$117.1 million | c$58.7 million,not found,"not found | mr. kevin michael tomlinson bsc (hons), msc (geology)",,,,,,,,,,,,,,,,,,,,,True
1636 | 4514,conserve italia - consorzio italiano fra cooperative agricole soc coop agricola,cirio,,,,,,via paolo poggi 11,40068,san lazzaro di savena,italy,italy,,,https://www.info-clipper.com/en/company/italy/conserve-italia-consorzio-italiano-fra-cooperative-agricole-soc-coop-agricola.itd75wz4p.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
2211 | 4155,consolidated metco,,,,,,,5701 se columbia way,986615963,vancouver,united states,washington(wa),,,https://www.info-clipper.com/en/company/united-states/consolidated-metco-inc.usd5e3ol.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4359 | 4362 | 2406 | 2403,constellis,,,,,,,13530 dulles technology dr ste 500,201714642,herndon,united states,virginia(va),,,https://www.info-clipper.com/en/company/united-states/constellis-holdings-llc.usdfz7ld1.html | https://www.info-clipper.com/en/company/united-states/constellis-llc.usd1araep.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4479 | 80,construction partners,,,,,,,290 healthwest dr ste 2,363032051,dothan,united states,alabama(al),,,https://www.info-clipper.com/en/company/united-states/construction-partners-inc.usd5zdwd.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,conversica careers | conviva careers,,internet | information technology & services,internet | information technology & services,,,,,,foster city,ca,,2006.0 | 2007.0,,www.conversica.com | www.conviva.com,,,201 to 500 employees,,,,,,,,,,,,,,,,,,,,,,True
1667 | 4477,cordiant digital infrastructure,,,,,,,"2nd floor, trafalgar court, les banques st peter port",gy1 4ly,guernsey,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cordiant-digital-infrastructure-limited.gbd3qx7d0.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,corporacion interamericana de entretenimiento b. de c.v | corporativo gbm b. de c.v | corporacion inmobiliaria vesta b. de c.v | corporacion actinver s. a. b. de c. v | corporacion moctezuma b. de c.v | consorcio ara s. a. b. de c. v,,,,,,,,,mexico city,mexico,,,,https://disfold.com/company/corporacion-inmobiliaria-vesta-sab-de-cv/ | https://disfold.com/company/consorcio-ara-s-a-b-de-c-v/ | https://disfold.com/company/corporacion-moctezuma-sab-de-cv/ | https://disfold.com/company/corporacion-interamericana-de-entretenimiento-sab-de-cv/ | https://disfold.com/company/corporativo-gbm-sab-de-cv/ | https://disfold.com/company/corporacion-actinver-s-a-b-de-c-v/,,mx$5.03 billion | mx$5.17 billion | mx$57.20 billion | mx$6.83 billion | mx$28.12 billion | mx$20.65 billion,"675 | not found | 90 | 1,821 | 2,548 | 1,376",mr. germã¡n ahumada russek | not found,,,,,,,,,,,,,,,,,,,,,True
4031 | 1234 | 1240 | 4025,corporate travel management (europe) | corporate travel management (united kingdom),,,,,,,senator house 85 queen victoria street | one carter lane,ec4v 5er | ec4v 4ab,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/corporate-travel-management-limited.gbdc80uwv.html | https://www.info-clipper.com/en/company/united-kingdom/corporate-travel-management-limited.gbd6lkzgx.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3573 | 427,cortina invest,,,,,,,tartu mnt 14,10117,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/cortina-invest-ou.eed9cojvb.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,cosco shipping energy transportation | cosco shipping | cosco shipping development,,,,,,,,,shanghai,china,,,,https://disfold.com/company/cosco-shipping-energy-transportation-co-ltd/ | https://disfold.com/company/cosco-shipping-holdings-co-ltd/ | https://disfold.com/company/cosco-shipping-development-co-ltd/,,cn¥31.17 billion | cn¥184.09 billion | cn¥27.03 billion,"7,964 | 29,379 | 7,398",mr. maijin zhu | not found,,,,,,,,,,,,,,,,,,,,,True
,cosco shipping international (hong kong) | cosco shipping ports,,,,,,,,,central,hong kong,,,,https://disfold.com/company/cosco-shipping-ports-ltd/ | https://disfold.com/company/cosco-shipping-international-hong-kong-co-ltd/,,€411.9 million | hk$19.60 billion,not found | 847,not found,,,,,,,,,,,,,,,,,,,,,True
1940 | 1943,costain,,,,,,,costain house vanwall road,sl6 4ub,maidenhead,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/costain-limited.gbd3hapja.html | https://www.info-clipper.com/en/company/united-kingdom/costain-group-plc.gbd3hxt1o.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
895 | 3631,coster aerosols,,,,,,,8 lindrick way barlborough,s43 4xe,chesterfield,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/coster-aerosols-limited.gbd3lezoj.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
4589 | 1710,coty italia,wella italia go,,,,,,via ceresio 7,20154,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/coty-italia-srl.itd74qn3m.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
,country development | major development | country,,,,,,,,,bangkok,thailand,,,,https://disfold.com/company/country-group-holdings-public-company-ltd/ | https://disfold.com/company/major-development-public-company-ltd/ | https://disfold.com/company/country-group-development-public-company-ltd/,,฿1.63 billion | ฿5.44 billion | ฿3.72 billion,not found,mr. ben taechaubol | ms. petrada poolvoralaks | mr. tommy taechaubol,,,,,,,,,,,,,,,,,,,,,True
,country garden,,,,,,,,,foshan,china,,,,https://disfold.com/company/country-garden-holdings-co-ltd/ | https://disfold.com/company/country-garden-services-holdings-company-ltd/,,hk$130.88 billion | hk$104.31 billion,"93,472 | 179,291",mr. bin mo | not found,,,,,,,,,,,,,,,,,,,,,True
1148 | 4014,cova montenapoleone,,,,,,,via monte napoleone 8,20121,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/cova-montenapoleone-srl.itd5lgf21.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1769 | 4585,cove communities venture 2 argyle opco,,,,,,,lochgoilhead,pa24 8ad,cairndow,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cove-communities-venture-2-argyle-opco-limited.gbdcptuh7.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,cox kings | cox kings financial service,,,,,,,,,mumbai,india,,,,https://disfold.com/company/cox-kings-ltd/ | https://disfold.com/company/cox-kings-financial-service-ltd/,,₹279.0 million | ₹24.0 million,34 | 412,mr. michele garufi | not found,,,,,,,,,,,,,,,,,,,,,True
2062 | 4000,cprime,,,,,,,107 s b st ste 300,944013993,san mateo,united states,california(ca),,,https://www.info-clipper.com/en/company/united-states/cprime-inc.usd37pulw.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
919 | 3663,cranfield university,,,,,,,college road cranfield,mk43 0al,bedford,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cranfield-university.gbd3hp09x.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2803 | 2797 | 2800,credit suisse | credit suisse securities (europe) | credit suisse (uk), | credit suisse,,,,,,north colonnade canary wharf | one cabot square,e14 4ey | e14 4qr | e14 4qj,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/credit-suisse-securities-limited.gbd3hxq7p.html | https://www.info-clipper.com/en/company/united-kingdom/credit-suisse-limited.gbd4wqr88.html | https://www.info-clipper.com/en/company/united-kingdom/credit-suisse-ag.gbd3hpxei.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
539 | 3685,creditinfo eesti,,,,,,,narva mnt 5,10117,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/creditinfo-eesti-as.eedan66or.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1396 | 4189,crew clothing,,,,,,,20 lydden road,sw18 4lr,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/crew-clothing-co-limited.gbd8zr3ks.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
